id,balance,sex,education,marriage,age,default
16734,50000,1,3,1,49,2
16735,20000,1,3,1,40,1
16736,50000,1,2,1,30,1
16737,200000,1,2,1,31,1
16738,180000,1,2,2,32,1
16739,320000,1,1,2,33,2
16740,200000,1,3,2,48,1
16741,20000,1,2,2,41,2
16742,200000,1,1,2,38,1
16743,20000,1,3,2,40,1
16744,50000,1,2,2,39,1
16745,50000,1,2,2,25,2
16746,80000,1,2,1,43,1
16747,180000,1,1,2,33,1
16748,80000,1,3,1,42,1
16749,150000,1,2,2,36,1
16750,20000,1,2,2,37,1
16751,300000,1,1,1,42,1
16752,30000,1,2,2,35,1
16753,140000,1,2,1,49,1
16754,80000,1,1,1,36,2
16755,20000,1,2,1,45,1
16756,70000,1,2,1,35,2
16757,320000,1,2,2,36,1
16758,80000,1,2,1,46,1
16759,50000,1,2,1,33,1
16760,80000,1,2,1,41,1
16761,110000,1,3,2,38,1
16762,50000,1,2,1,45,1
16763,50000,1,3,1,42,2
16764,20000,1,2,1,38,1
16765,120000,1,1,1,42,1
16766,30000,1,2,2,37,1
16767,50000,1,2,3,34,1
16768,100000,1,3,2,35,2
16769,50000,1,2,2,35,1
16770,30000,1,2,2,34,1
16771,40000,1,2,1,38,2
16772,190000,1,2,1,39,2
16773,10000,1,3,1,39,2
16774,50000,1,3,1,43,1
16775,20000,1,2,2,34,1
16776,120000,1,3,2,37,1
16777,50000,1,3,2,43,1
16778,310000,1,1,2,31,1
16779,240000,1,3,2,45,1
16780,50000,1,2,1,47,2
16781,210000,1,1,2,40,2
16782,60000,1,2,1,31,1
16783,20000,1,2,2,31,2
16784,50000,1,2,2,43,2
16785,30000,1,2,2,39,2
16786,60000,1,1,2,29,2
16787,90000,1,2,2,29,1
16788,30000,1,2,1,32,2
16789,30000,1,2,2,37,2
16790,220000,1,3,1,39,2
16791,250000,1,5,1,39,1
16792,450000,1,1,1,42,1
16793,30000,1,2,2,34,1
16794,220000,1,2,1,37,1
16795,300000,1,1,2,30,1
16796,500000,1,2,2,30,1
16797,20000,1,2,2,34,1
16798,110000,1,2,2,32,1
16799,10000,1,3,1,41,1
16800,20000,1,2,2,47,2
16801,230000,1,2,1,34,1
16802,20000,1,2,2,35,2
16803,50000,1,2,1,38,1
16804,200000,1,1,2,40,1
16805,80000,1,2,1,37,1
16806,50000,1,3,2,43,1
16807,50000,1,2,1,49,2
16808,110000,1,1,2,29,2
16809,110000,1,2,1,38,1
16810,220000,1,2,1,36,1
16811,140000,1,3,1,38,1
16812,50000,1,2,2,43,1
16813,100000,1,2,1,40,2
16814,20000,1,1,2,38,2
16815,50000,1,3,2,32,2
16816,40000,1,2,2,33,1
16817,180000,1,2,1,34,1
16818,80000,1,3,2,34,1
16819,30000,1,2,2,34,1
16820,230000,1,2,1,35,1
16821,20000,1,6,2,41,1
16822,350000,1,3,1,44,1
16823,20000,1,2,1,38,1
16824,130000,1,2,2,36,1
16825,50000,1,2,1,37,2
16826,100000,1,2,2,44,2
16827,20000,1,2,1,40,2
16828,150000,1,1,1,43,1
16829,230000,1,2,1,46,1
16830,470000,1,1,1,38,2
16831,50000,1,2,1,46,1
16832,120000,1,3,1,49,2
16833,20000,1,2,1,43,2
16834,10000,1,2,1,45,1
16835,50000,1,1,2,29,2
16836,360000,1,1,2,30,1
16837,100000,1,5,1,38,1
16838,170000,1,1,2,36,1
16839,30000,1,2,2,43,2
16840,230000,1,1,1,37,2
16841,150000,1,1,2,35,1
16842,260000,1,2,2,37,1
16843,80000,1,3,1,48,1
16844,20000,1,2,2,43,1
16845,240000,1,1,1,36,2
16846,50000,1,2,1,40,2
16847,50000,1,1,2,45,1
16848,100000,1,2,2,45,2
16849,20000,1,3,2,40,1
16850,150000,1,1,1,41,2
16851,230000,1,2,3,37,1
16852,20000,1,2,1,45,1
16853,390000,1,2,2,33,1
16854,80000,1,2,1,36,2
16855,270000,1,1,2,35,1
16856,20000,1,2,1,37,1
16857,150000,1,2,1,45,1
16858,50000,1,1,2,36,1
16859,160000,1,1,1,47,2
16860,360000,1,1,2,33,1
16861,150000,1,3,1,40,1
16862,500000,1,1,1,46,1
16863,220000,1,1,1,35,2
16864,280000,1,1,1,46,2
16865,30000,1,1,2,38,1
16866,500000,1,3,2,36,1
16867,360000,1,2,1,40,1
16868,400000,1,1,1,38,1
16869,350000,1,2,1,43,1
16870,20000,1,2,2,36,2
16871,110000,1,2,1,36,1
16872,30000,1,3,2,31,2
16873,20000,1,2,2,45,2
16874,180000,1,1,1,42,1
16875,140000,1,2,2,48,1
16876,300000,1,1,2,43,1
16877,240000,1,3,2,41,1
16878,160000,1,2,1,41,2
16879,500000,1,2,1,38,1
16880,50000,1,2,1,45,1
16881,50000,1,2,1,39,1
16882,100000,1,0,2,37,1
16883,150000,1,2,2,38,1
16884,290000,1,1,1,36,1
16885,20000,1,2,2,37,2
16886,50000,1,2,1,33,1
16887,80000,1,2,1,39,1
16888,140000,1,2,1,42,1
16889,260000,1,2,2,33,1
16890,150000,1,1,2,37,2
16891,300000,1,2,2,37,1
16892,120000,1,1,2,33,1
16893,90000,1,2,2,38,1
16894,200000,1,1,1,42,1
16895,140000,1,1,2,32,2
16896,50000,1,2,1,45,2
16897,200000,1,0,2,40,1
16898,280000,1,1,2,33,1
16899,430000,1,1,2,34,1
16900,190000,1,3,1,34,1
16901,50000,1,3,2,38,1
16902,110000,1,2,2,40,1
16903,20000,1,3,2,46,1
16904,100000,1,3,2,45,1
16905,370000,1,1,2,37,1
16906,320000,1,4,2,36,1
16907,80000,1,1,1,33,1
16908,100000,1,1,1,35,2
16909,180000,1,2,1,42,2
16910,90000,1,3,1,46,1
16911,170000,1,2,1,39,1
16912,80000,1,2,1,50,1
16913,20000,1,3,1,50,1
16914,50000,1,2,2,60,1
16915,20000,1,2,2,50,2
16916,390000,1,1,1,64,1
16917,80000,1,3,1,59,1
16918,350000,1,2,1,51,1
16919,320000,1,1,1,51,1
16920,50000,1,3,1,52,1
16921,260000,1,2,1,62,1
16922,200000,1,2,1,55,1
16923,30000,1,2,1,49,2
16924,20000,1,2,2,55,1
16925,320000,1,2,1,50,1
16926,30000,1,3,3,52,2
16927,90000,1,3,2,50,1
16928,180000,1,2,1,52,1
16929,50000,1,1,2,50,1
16930,60000,1,2,1,52,1
16931,50000,1,2,2,53,1
16932,50000,1,3,1,55,1
16933,20000,1,3,1,53,2
16934,80000,1,3,1,53,1
16935,350000,1,1,1,58,1
16936,200000,1,2,1,52,1
16937,360000,1,2,1,50,1
16938,20000,1,3,2,59,2
16939,90000,1,3,1,55,1
16940,370000,1,3,2,66,1
16941,180000,1,1,2,51,2
16942,20000,1,3,3,59,2
16943,30000,1,1,1,57,2
16944,60000,1,3,1,54,1
16945,330000,1,2,1,52,1
16946,230000,1,2,1,51,1
16947,50000,1,3,1,57,1
16948,30000,1,5,1,56,1
16949,80000,1,1,1,53,1
16950,50000,1,2,1,58,2
16951,10000,1,2,1,50,1
16952,170000,1,5,1,56,1
16953,50000,1,2,1,61,2
16954,20000,1,3,2,57,1
16955,20000,1,2,2,50,1
16956,190000,1,3,1,50,1
16957,270000,1,1,1,50,1
16958,480000,1,2,2,51,1
16959,380000,1,3,1,52,1
16960,20000,1,3,1,49,2
16961,50000,1,2,1,48,2
16962,280000,1,3,1,52,2
16963,240000,1,1,1,65,1
16964,110000,1,2,1,54,2
16965,200000,1,1,1,53,1
16966,140000,1,1,1,56,1
16967,260000,1,1,1,53,1
16968,130000,1,2,2,57,1
16969,50000,1,3,1,54,1
16970,300000,1,1,2,55,2
16971,30000,1,3,1,54,2
16972,50000,1,3,2,58,1
16973,450000,1,1,1,67,2
16974,170000,2,2,2,27,1
16975,60000,2,2,2,29,2
16976,30000,2,3,2,26,1
16977,200000,2,1,2,28,1
16978,30000,2,2,1,30,1
16979,100000,2,1,1,30,2
16980,30000,2,3,1,35,1
16981,150000,2,3,2,24,1
16982,210000,2,1,2,25,1
16983,300000,2,1,2,28,1
16984,50000,2,3,2,22,1
16985,360000,2,2,1,33,1
16986,240000,2,1,2,28,1
16987,260000,2,1,2,30,2
16988,140000,2,1,1,33,2
16989,10000,2,1,2,21,1
16990,50000,2,3,2,22,1
16991,50000,2,2,2,22,1
16992,50000,2,2,2,22,2
16993,140000,2,1,2,23,2
16994,20000,2,2,2,27,1
16995,50000,2,2,2,24,2
16996,30000,2,3,2,23,1
16997,50000,2,2,2,22,1
16998,130000,2,2,2,23,1
16999,80000,2,1,2,23,1
17000,30000,2,2,2,21,1
17001,50000,2,2,2,22,1
17002,20000,2,2,2,22,2
17003,90000,2,3,2,22,1
17004,30000,2,1,2,22,1
17005,50000,2,2,2,22,1
17006,150000,2,1,2,24,1
17007,20000,2,3,1,24,2
17008,30000,2,1,2,24,2
17009,50000,2,2,2,24,1
17010,400000,2,1,2,30,1
17011,20000,2,2,2,23,1
17012,70000,2,2,2,23,1
17013,20000,2,1,2,23,1
17014,30000,2,1,2,23,1
17015,30000,2,2,2,23,1
17016,80000,2,1,2,24,2
17017,80000,2,1,2,24,1
17018,40000,2,2,2,24,2
17019,70000,2,2,2,23,1
17020,10000,2,1,2,22,2
17021,60000,2,2,1,24,2
17022,50000,2,1,2,22,1
17023,80000,2,2,2,23,1
17024,70000,2,1,2,23,2
17025,30000,2,3,2,22,1
17026,30000,2,2,2,22,2
17027,20000,2,2,2,25,2
17028,50000,2,1,2,25,2
17029,30000,2,2,2,29,1
17030,50000,2,2,2,24,1
17031,50000,2,1,2,22,1
17032,50000,2,3,2,23,2
17033,50000,2,1,2,23,1
17034,10000,2,1,2,23,2
17035,10000,2,2,1,24,2
17036,110000,2,2,2,24,1
17037,140000,2,2,2,24,1
17038,20000,2,1,2,24,1
17039,30000,2,1,2,24,1
17040,100000,2,2,2,24,2
17041,20000,2,1,2,24,1
17042,190000,2,2,2,25,1
17043,300000,2,2,2,24,1
17044,50000,2,2,1,26,2
17045,30000,2,3,2,26,1
17046,20000,2,1,2,25,2
17047,60000,2,2,2,25,2
17048,70000,2,2,1,25,1
17049,60000,2,2,1,24,2
17050,60000,2,2,1,25,2
17051,30000,2,2,2,22,2
17052,100000,2,2,1,24,2
17053,70000,2,3,2,25,2
17054,20000,2,2,2,22,2
17055,50000,2,2,2,22,1
17056,50000,2,3,1,22,1
17057,30000,2,2,1,22,1
17058,30000,2,3,2,22,2
17059,30000,2,2,2,22,2
17060,60000,2,2,2,23,2
17061,20000,2,2,1,22,2
17062,50000,2,3,2,23,1
17063,30000,2,1,2,24,1
17064,30000,2,1,2,23,2
17065,70000,2,1,2,24,1
17066,100000,2,2,2,24,1
17067,100000,2,2,2,24,1
17068,250000,2,2,2,25,1
17069,130000,2,2,1,25,1
17070,50000,2,1,2,25,2
17071,250000,2,2,2,26,1
17072,50000,2,2,1,26,2
17073,50000,2,1,2,25,1
17074,230000,2,2,2,24,1
17075,200000,2,2,2,25,1
17076,50000,2,2,2,23,1
17077,100000,2,2,2,24,2
17078,140000,2,2,2,24,1
17079,20000,2,2,2,24,1
17080,100000,2,2,2,25,1
17081,240000,2,2,2,25,1
17082,20000,2,2,2,25,1
17083,50000,2,1,2,25,1
17084,50000,2,1,2,25,1
17085,60000,2,2,2,25,1
17086,10000,2,2,2,22,2
17087,30000,2,1,2,23,1
17088,30000,2,1,2,23,2
17089,60000,2,1,2,23,1
17090,80000,2,2,2,25,1
17091,130000,2,2,2,25,1
17092,30000,2,2,2,25,1
17093,60000,2,2,2,23,2
17094,80000,2,2,1,24,1
17095,230000,2,2,2,24,1
17096,80000,2,1,2,25,1
17097,70000,2,1,2,24,1
17098,220000,2,2,1,25,1
17099,50000,2,2,2,25,1
17100,210000,2,2,2,24,1
17101,60000,2,2,2,24,2
17102,30000,2,2,1,25,2
17103,50000,2,2,2,24,1
17104,50000,2,2,1,24,1
17105,80000,2,1,2,26,1
17106,60000,2,3,1,25,2
17107,20000,2,2,2,25,2
17108,50000,2,3,1,26,1
17109,260000,2,1,2,27,1
17110,170000,2,2,2,27,2
17111,20000,2,2,2,27,1
17112,20000,2,2,1,26,1
17113,130000,2,2,1,26,1
17114,70000,2,2,1,25,1
17115,120000,2,1,2,26,1
17116,210000,2,1,2,26,1
17117,50000,2,2,1,27,1
17118,30000,2,1,2,27,1
17119,150000,2,2,2,27,1
17120,300000,2,3,2,27,1
17121,150000,2,2,2,27,1
17122,30000,2,2,1,27,2
17123,50000,2,2,2,27,1
17124,80000,2,1,2,26,1
17125,80000,2,2,1,26,1
17126,60000,2,2,2,26,1
17127,200000,2,1,1,27,1
17128,280000,2,2,2,31,1
17129,50000,2,2,2,24,1
17130,80000,2,2,2,24,2
17131,50000,2,2,2,23,1
17132,20000,2,1,2,24,1
17133,80000,2,1,2,24,2
17134,20000,2,3,1,27,2
17135,110000,2,2,2,28,1
17136,50000,2,1,2,28,1
17137,130000,2,3,2,24,2
17138,20000,2,1,2,25,2
17139,130000,2,2,2,25,2
17140,50000,2,3,2,25,2
17141,50000,2,2,2,25,2
17142,130000,2,2,2,26,1
17143,80000,2,2,1,26,2
17144,230000,2,2,1,28,1
17145,500000,2,1,2,28,1
17146,160000,2,1,2,27,1
17147,150000,2,2,1,27,2
17148,60000,2,2,2,27,1
17149,50000,2,1,2,27,1
17150,10000,2,1,1,27,1
17151,140000,2,1,2,28,1
17152,180000,2,1,2,30,1
17153,260000,2,1,2,28,1
17154,90000,2,2,1,27,2
17155,20000,2,2,1,29,2
17156,30000,2,3,1,26,2
17157,420000,2,2,2,26,1
17158,230000,2,2,2,27,1
17159,90000,2,2,1,28,1
17160,210000,2,2,1,27,2
17161,230000,2,2,2,27,1
17162,100000,2,2,2,30,1
17163,20000,2,3,1,30,1
17164,20000,2,3,2,27,1
17165,150000,2,3,2,28,1
17166,180000,2,1,2,29,1
17167,20000,2,1,2,26,1
17168,280000,2,1,2,27,1
17169,50000,2,3,2,26,1
17170,50000,2,3,2,26,1
17171,100000,2,2,2,26,1
17172,10000,2,2,2,27,1
17173,90000,2,1,2,27,1
17174,120000,2,1,2,29,1
17175,250000,2,2,2,29,2
17176,180000,2,1,2,29,1
17177,350000,2,2,2,29,1
17178,250000,2,2,2,31,1
17179,140000,2,2,1,29,1
17180,50000,2,1,2,28,2
17181,150000,2,1,2,28,2
17182,160000,2,1,2,28,1
17183,130000,2,3,1,28,1
17184,340000,2,2,1,26,1
17185,260000,2,2,2,26,1
17186,110000,2,1,2,26,1
17187,400000,2,1,2,29,1
17188,70000,2,1,2,29,1
17189,20000,2,3,1,31,2
17190,60000,2,2,1,28,2
17191,80000,2,1,2,29,1
17192,150000,2,2,1,31,1
17193,200000,2,5,2,29,1
17194,110000,2,1,2,29,2
17195,450000,2,2,2,29,1
17196,160000,2,2,2,29,1
17197,150000,2,2,2,28,1
17198,30000,2,1,1,28,1
17199,160000,2,2,2,29,1
17200,140000,2,1,2,29,1
17201,50000,2,1,2,28,1
17202,390000,2,1,2,27,2
17203,300000,2,2,1,28,1
17204,50000,2,2,2,29,2
17205,70000,1,2,2,29,1
17206,170000,2,2,2,28,1
17207,160000,2,3,1,45,1
17208,50000,2,1,2,27,2
17209,50000,2,2,1,28,1
17210,90000,2,1,2,28,1
17211,200000,2,1,2,25,1
17212,20000,2,2,2,26,1
17213,50000,2,2,1,30,1
17214,50000,2,2,1,24,2
17215,60000,2,3,2,26,1
17216,30000,2,2,1,33,1
17217,360000,2,3,2,30,1
17218,20000,2,2,2,22,1
17219,30000,2,2,2,23,1
17220,80000,2,2,2,25,2
17221,20000,2,2,1,22,1
17222,70000,2,2,2,25,1
17223,120000,2,1,2,26,1
17224,20000,2,1,2,26,1
17225,20000,2,2,2,22,1
17226,170000,2,2,2,23,1
17227,130000,2,2,2,24,1
17228,180000,2,3,2,32,1
17229,240000,2,2,2,30,1
17230,50000,2,2,1,27,1
17231,100000,2,1,1,39,2
17232,80000,2,1,2,33,1
17233,10000,2,2,3,46,2
17234,50000,2,2,2,35,1
17235,80000,2,2,1,35,2
17236,40000,2,3,1,39,2
17237,90000,2,2,1,40,2
17238,170000,2,3,1,40,1
17239,50000,2,3,2,49,1
17240,10000,2,2,1,41,2
17241,70000,2,3,1,34,1
17242,20000,2,2,2,38,1
17243,120000,2,2,2,36,1
17244,110000,2,2,1,38,1
17245,50000,2,2,1,36,2
17246,110000,2,2,2,34,1
17247,50000,2,2,1,37,1
17248,360000,2,1,2,31,2
17249,20000,2,2,1,38,2
17250,180000,2,1,1,42,2
17251,100000,2,2,1,37,1
17252,20000,2,3,1,37,2
17253,150000,2,3,1,39,1
17254,60000,2,2,1,27,1
17255,80000,2,1,2,29,2
17256,60000,2,3,1,47,2
17257,20000,2,3,1,43,2
17258,110000,2,2,2,33,2
17259,100000,2,3,1,41,1
17260,280000,2,2,1,37,1
17261,130000,2,3,2,36,1
17262,50000,2,3,2,29,1
17263,60000,2,2,1,33,1
17264,70000,2,3,1,34,1
17265,240000,2,2,1,46,2
17266,310000,2,2,2,31,2
17267,20000,2,3,2,33,1
17268,50000,2,2,1,37,1
17269,50000,2,3,2,33,1
17270,130000,2,2,1,34,1
17271,230000,2,2,2,30,1
17272,380000,2,2,1,31,1
17273,160000,2,3,2,32,1
17274,20000,2,3,1,32,1
17275,150000,2,1,2,33,2
17276,90000,2,1,2,32,1
17277,400000,2,1,1,33,1
17278,70000,2,2,1,34,1
17279,50000,2,2,1,34,1
17280,30000,2,2,1,35,1
17281,20000,2,2,1,46,1
17282,20000,2,3,2,39,2
17283,130000,2,3,1,37,2
17284,80000,2,1,1,41,1
17285,360000,2,1,1,41,2
17286,120000,2,3,0,47,1
17287,200000,2,3,1,41,1
17288,150000,2,2,1,38,1
17289,50000,2,2,2,44,1
17290,170000,2,3,1,40,2
17291,230000,2,2,1,34,1
17292,50000,2,2,2,46,2
17293,280000,2,1,1,36,1
17294,50000,2,2,1,44,1
17295,30000,2,3,1,31,1
17296,360000,2,1,1,32,1
17297,400000,2,2,2,32,2
17298,80000,2,3,2,33,1
17299,150000,2,2,2,34,1
17300,260000,2,2,1,36,1
17301,110000,2,3,1,39,1
17302,50000,2,1,1,41,1
17303,300000,2,2,2,40,1
17304,20000,2,2,1,37,2
17305,290000,2,2,2,37,2
17306,120000,2,2,1,45,1
17307,20000,2,2,2,40,1
17308,360000,2,2,2,36,2
17309,150000,2,1,1,41,1
17310,100000,2,1,1,42,2
17311,170000,2,1,1,45,1
17312,200000,2,3,2,49,2
17313,60000,2,3,1,48,2
17314,80000,2,2,1,29,1
17315,40000,2,3,1,30,1
17316,50000,2,1,1,30,2
17317,50000,2,3,2,39,2
17318,40000,2,2,1,39,1
17319,120000,2,2,2,25,1
17320,200000,2,1,2,25,2
17321,30000,2,2,2,29,1
17322,260000,2,5,1,33,1
17323,390000,2,2,2,31,1
17324,140000,2,1,1,31,2
17325,150000,2,2,2,32,1
17326,30000,2,3,1,32,1
17327,90000,2,2,3,36,1
17328,150000,2,2,1,39,1
17329,30000,2,2,1,39,1
17330,200000,2,2,2,36,1
17331,30000,2,1,2,38,1
17332,30000,2,3,1,48,2
17333,50000,2,2,1,29,1
17334,310000,2,2,1,29,1
17335,500000,2,1,1,37,1
17336,500000,2,3,1,36,1
17337,300000,2,2,1,36,1
17338,430000,2,3,2,30,1
17339,30000,2,1,1,30,1
17340,30000,2,3,2,31,1
17341,200000,2,1,2,32,1
17342,130000,2,3,1,32,1
17343,120000,2,1,2,33,1
17344,170000,2,2,2,31,1
17345,210000,2,1,1,34,1
17346,130000,2,2,1,34,1
17347,420000,2,2,1,35,1
17348,180000,2,2,1,39,1
17349,240000,2,2,2,40,1
17350,100000,2,2,1,44,2
17351,130000,2,3,2,45,1
17352,20000,2,2,1,43,2
17353,50000,2,2,2,46,1
17354,70000,2,2,1,38,1
17355,30000,2,3,1,41,1
17356,50000,2,3,1,48,2
17357,500000,2,3,1,41,1
17358,200000,2,1,2,41,1
17359,120000,2,2,1,42,2
17360,200000,2,2,1,49,1
17361,150000,2,2,2,36,2
17362,100000,2,2,1,42,1
17363,50000,2,2,2,38,1
17364,50000,2,2,1,36,2
17365,50000,2,1,1,43,2
17366,550000,2,1,2,33,1
17367,30000,2,2,1,35,1
17368,150000,2,3,1,39,1
17369,140000,2,2,2,27,1
17370,50000,2,2,2,48,1
17371,160000,2,3,2,39,1
17372,50000,2,2,1,26,1
17373,50000,2,1,1,28,1
17374,110000,2,1,2,33,1
17375,50000,2,3,1,46,2
17376,350000,2,2,2,31,1
17377,70000,2,2,1,42,1
17378,210000,2,1,1,38,1
17379,180000,2,2,1,36,1
17380,30000,2,3,1,28,1
17381,630000,2,1,1,31,1
17382,220000,2,2,1,41,1
17383,280000,2,1,1,44,1
17384,340000,2,2,1,40,1
17385,180000,2,1,2,33,2
17386,250000,2,2,1,35,1
17387,20000,2,2,2,48,2
17388,140000,2,2,1,40,1
17389,130000,2,2,2,44,2
17390,120000,2,1,1,38,1
17391,360000,2,1,1,42,1
17392,240000,2,2,1,43,1
17393,310000,2,2,1,40,1
17394,100000,2,3,1,46,2
17395,200000,2,1,1,37,1
17396,80000,2,2,1,29,1
17397,210000,2,1,2,32,1
17398,180000,2,1,2,31,1
17399,70000,2,2,1,33,1
17400,60000,2,2,2,36,1
17401,200000,2,1,1,49,1
17402,50000,2,2,2,48,1
17403,50000,2,3,1,46,2
17404,70000,2,2,1,41,1
17405,130000,2,2,1,48,1
17406,140000,2,2,1,47,1
17407,350000,2,3,1,36,1
17408,150000,2,1,2,30,1
17409,50000,2,2,1,39,1
17410,50000,2,3,1,47,1
17411,30000,2,2,2,36,1
17412,20000,2,3,1,38,1
17413,50000,2,2,2,33,1
17414,30000,2,2,2,47,2
17415,230000,2,0,2,47,1
17416,70000,2,3,1,43,2
17417,30000,2,2,2,49,1
17418,150000,2,3,1,33,1
17419,40000,2,2,1,38,1
17420,250000,2,2,1,31,1
17421,200000,2,2,1,46,1
17422,190000,2,2,1,31,1
17423,390000,2,1,1,33,1
17424,20000,2,3,1,36,2
17425,200000,2,2,1,47,1
17426,60000,2,2,1,38,1
17427,30000,2,2,2,39,1
17428,230000,2,2,2,38,1
17429,130000,2,2,1,33,1
17430,140000,2,2,1,44,2
17431,360000,2,1,1,45,1
17432,20000,2,1,2,31,2
17433,100000,2,2,2,35,1
17434,210000,2,2,2,45,1
17435,50000,2,3,1,32,1
17436,380000,2,1,1,44,1
17437,50000,2,1,2,39,1
17438,200000,2,2,2,30,1
17439,50000,2,1,1,30,1
17440,150000,2,1,1,31,1
17441,30000,2,2,1,32,2
17442,30000,2,2,2,34,2
17443,110000,2,2,1,39,1
17444,30000,2,2,1,38,1
17445,130000,2,2,1,39,1
17446,260000,2,2,1,39,2
17447,30000,2,2,1,43,2
17448,220000,2,2,2,47,1
17449,120000,2,1,1,33,2
17450,100000,2,2,2,43,1
17451,100000,2,2,1,38,2
17452,70000,2,2,2,44,2
17453,20000,2,2,1,46,2
17454,320000,2,1,1,36,1
17455,210000,2,2,1,45,1
17456,90000,2,3,1,37,1
17457,120000,2,3,1,36,1
17458,360000,2,2,1,35,1
17459,140000,2,3,1,30,1
17460,300000,2,1,1,32,1
17461,90000,2,2,1,43,2
17462,170000,2,3,2,44,2
17463,190000,2,2,1,46,1
17464,140000,2,2,1,40,2
17465,200000,2,1,1,37,1
17466,500000,2,2,1,43,1
17467,300000,2,1,1,38,1
17468,180000,2,2,2,29,1
17469,360000,2,3,1,44,1
17470,90000,2,2,1,32,1
17471,150000,2,2,1,44,1
17472,500000,2,1,1,30,1
17473,80000,2,2,2,29,1
17474,10000,2,3,2,46,2
17475,180000,2,1,1,46,1
17476,150000,2,5,2,36,1
17477,80000,2,1,1,44,1
17478,60000,2,2,1,30,2
17479,240000,2,1,1,35,1
17480,50000,2,3,1,35,1
17481,230000,2,1,2,33,1
17482,40000,2,2,2,33,1
17483,250000,2,2,1,33,2
17484,50000,2,2,1,32,1
17485,120000,2,3,1,39,2
17486,50000,2,3,2,41,2
17487,60000,2,2,1,38,1
17488,160000,2,3,2,35,1
17489,50000,2,2,1,43,2
17490,400000,2,1,1,48,1
17491,50000,2,2,3,39,1
17492,100000,2,3,2,31,1
17493,100000,2,2,2,34,1
17494,360000,2,1,2,35,1
17495,30000,2,3,2,41,1
17496,50000,2,2,1,32,1
17497,80000,2,2,1,28,2
17498,150000,2,2,2,28,1
17499,10000,2,3,1,33,1
17500,200000,2,2,1,35,1
17501,30000,2,2,2,42,1
17502,220000,2,1,1,37,1
17503,180000,2,1,2,28,1
17504,220000,2,1,2,30,1
17505,220000,2,1,2,29,1
17506,390000,2,2,2,33,1
17507,350000,2,2,1,36,1
17508,560000,2,2,1,45,2
17509,240000,2,1,1,37,2
17510,410000,2,2,1,43,1
17511,90000,2,2,2,36,2
17512,30000,2,1,2,31,1
17513,40000,2,2,1,33,2
17514,60000,2,2,2,46,1
17515,390000,2,2,1,41,1
17516,130000,2,2,1,35,1
17517,90000,2,2,2,32,2
17518,300000,2,2,1,36,1
17519,220000,2,1,1,33,1
17520,20000,2,1,2,33,1
17521,140000,2,3,1,35,1
17522,150000,2,6,1,47,1
17523,120000,2,3,1,44,1
17524,200000,2,2,1,37,1
17525,20000,2,2,1,40,2
17526,110000,2,2,1,41,2
17527,290000,2,2,2,34,1
17528,210000,2,3,1,45,1
17529,370000,2,2,2,40,1
17530,80000,2,3,0,41,1
17531,200000,2,3,1,42,1
17532,180000,2,2,1,35,1
17533,260000,2,2,2,35,1
17534,50000,2,2,1,43,2
17535,150000,2,3,1,40,1
17536,190000,2,3,1,45,1
17537,160000,2,2,2,42,1
17538,180000,2,2,1,37,1
17539,130000,2,2,2,32,1
17540,30000,2,2,1,47,1
17541,100000,2,2,1,36,2
17542,20000,2,2,2,37,2
17543,100000,2,2,1,43,1
17544,20000,2,2,1,40,1
17545,20000,2,2,1,35,2
17546,20000,2,3,2,48,1
17547,50000,2,3,1,42,2
17548,110000,2,2,1,38,2
17549,60000,2,2,1,48,2
17550,50000,2,2,2,35,1
17551,200000,2,1,2,40,2
17552,360000,2,2,1,48,1
17553,110000,2,2,1,35,1
17554,230000,2,2,1,46,1
17555,180000,2,2,2,39,1
17556,180000,2,2,2,31,1
17557,50000,2,2,2,42,1
17558,570000,2,1,1,39,1
17559,30000,2,2,1,45,1
17560,140000,2,2,1,46,1
17561,50000,2,2,1,44,2
17562,50000,2,1,1,35,2
17563,120000,2,1,2,35,2
17564,120000,2,1,2,35,2
17565,50000,2,2,2,45,1
17566,180000,2,2,1,40,1
17567,80000,2,3,1,42,1
17568,300000,2,1,1,43,1
17569,80000,2,1,1,37,1
17570,70000,2,2,2,34,2
17571,320000,2,2,1,40,1
17572,500000,2,1,2,35,1
17573,250000,2,1,2,35,1
17574,230000,2,2,1,46,1
17575,80000,2,3,1,45,1
17576,170000,2,2,1,40,2
17577,110000,2,3,0,31,1
17578,240000,2,1,2,31,1
17579,150000,2,3,1,46,1
17580,90000,2,3,1,37,1
17581,100000,2,2,1,36,2
17582,30000,2,2,1,42,2
17583,80000,2,2,1,40,2
17584,260000,2,2,1,49,2
17585,200000,2,3,1,43,1
17586,20000,2,3,1,39,2
17587,160000,2,1,2,31,2
17588,70000,2,2,2,38,1
17589,20000,2,2,1,43,1
17590,200000,2,1,1,45,1
17591,440000,2,3,1,49,1
17592,20000,2,3,1,43,1
17593,110000,2,1,1,35,1
17594,130000,2,3,1,44,1
17595,50000,2,2,1,33,1
17596,290000,2,1,1,35,2
17597,480000,2,2,1,38,1
17598,310000,2,1,2,29,1
17599,30000,2,2,1,30,2
17600,500000,2,4,1,39,1
17601,80000,2,2,2,31,1
17602,100000,2,2,1,32,1
17603,70000,2,3,1,37,1
17604,210000,2,2,1,43,1
17605,180000,2,3,1,43,1
17606,50000,2,2,1,43,1
